article_id,citation,authors,year,journal,title,doi,source,target
Guedhami2014,Guedhami et al. (2014),"Guedhami, Omrane; Pittman, Jeffrey A.; Saffar, Walid",2014,Journal of Accounting Research,Auditor choice in politically connected firms,https://doi.org/10.1111/1475-679X.12032,Agency conflict,Auditor choice
Guedhami2014,Guedhami et al. (2014),"Guedhami, Omrane; Pittman, Jeffrey A.; Saffar, Walid",2014,Journal of Accounting Research,Auditor choice in politically connected firms,https://doi.org/10.1111/1475-679X.12032,Governance institutions,Auditor choice
Guedhami2014,Guedhami et al. (2014),"Guedhami, Omrane; Pittman, Jeffrey A.; Saffar, Walid",2014,Journal of Accounting Research,Auditor choice in politically connected firms,https://doi.org/10.1111/1475-679X.12032,Auditor choice,Earnings management
Guedhami2014,Guedhami et al. (2014),"Guedhami, Omrane; Pittman, Jeffrey A.; Saffar, Walid",2014,Journal of Accounting Research,Auditor choice in politically connected firms,https://doi.org/10.1111/1475-679X.12032,Auditor choice,Firm transparency
Guedhami2014,Guedhami et al. (2014),"Guedhami, Omrane; Pittman, Jeffrey A.; Saffar, Walid",2014,Journal of Accounting Research,Auditor choice in politically connected firms,https://doi.org/10.1111/1475-679X.12032,Auditor choice,Valuation
Guedhami2014,Guedhami et al. (2014),"Guedhami, Omrane; Pittman, Jeffrey A.; Saffar, Walid",2014,Journal of Accounting Research,Auditor choice in politically connected firms,https://doi.org/10.1111/1475-679X.12032,Auditor choice,Cost of equity
Hail2006,Hail and Leuz (2006),"Hail, Luzi; Leuz, Christian",2006,Journal of Accounting Research,International differences in the cost of equity capital: Do legal institutions and securities regulation matter?,https://doi.org/10.1111/j.1475-679X.2006.00209.x,Disclosure regulation,Cost of equity
Hail2006,Hail and Leuz (2006),"Hail, Luzi; Leuz, Christian",2006,Journal of Accounting Research,International differences in the cost of equity capital: Do legal institutions and securities regulation matter?,https://doi.org/10.1111/j.1475-679X.2006.00209.x,Securities regulation,Cost of equity
Hail2006,Hail and Leuz (2006),"Hail, Luzi; Leuz, Christian",2006,Journal of Accounting Research,International differences in the cost of equity capital: Do legal institutions and securities regulation matter?,https://doi.org/10.1111/j.1475-679X.2006.00209.x,Legal enforcement,Cost of equity
Hail2018,Hail et al. (2018),"Hail, Luzi; Tahoun, Ahmed; Wang, Clare",2018,Journal of Accounting Research,Corporate Scandals and Regulation,https://doi.org/10.1111/1475-679X.12201,Corporate scandals,Regulation
Hail2018,Hail et al. (2018),"Hail, Luzi; Tahoun, Ahmed; Wang, Clare",2018,Journal of Accounting Research,Corporate Scandals and Regulation,https://doi.org/10.1111/1475-679X.12201,Regulation,Corporate scandals
Hail2014,Hail et al. (2014),"Hail, Luzi; Tahoun, Ahmed; Wang, Clare",2014,Journal of Accounting Research,Dividend Payouts and Information Shocks,https://doi.org/10.1111/1475-679X.12040,Information shocks,Dividend policy
Hallman2022,Hallman et al. (2022),"Hallman, Nicholas J.; Schmidt, Jaime J.; Thompson, Anne M.",2022,Journal of Accounting Research,Audit Implications of Non-GAAP Reporting,https://doi.org/10.1111/1475-679X.12433,Auditor non-GAAP reliance,Audit quality
Hallman2022,Hallman et al. (2022),"Hallman, Nicholas J.; Schmidt, Jaime J.; Thompson, Anne M.",2022,Journal of Accounting Research,Audit Implications of Non-GAAP Reporting,https://doi.org/10.1111/1475-679X.12433,Auditor non-GAAP reliance,Financial reporting quality
Harris1999a,Harris and Muller (1999),"Harris, Mary S.; Muller, Karl A.",1999,Journal of Accounting and Economics,The market valuation of IAS versus US-GAAP accounting measures using Form 20-F reconciliations,https://doi.org/10.1016/S0165-4101(99)00003-8,Accounting standards differences,Market valuation
Haw2004,Haw et al. (2004),"Haw, In Mu; Hu, Bingbing; Hwang, Lee-Seok; Wu, Woody",2004,Journal of Accounting Research,"Ultimate ownership, income management, and legal and extra-legal institutions",https://doi.org/10.1111/j.1475-679X.2004.00144.x,Shareholder control divergence,Earnings management
Haw2004,Haw et al. (2004),"Haw, In Mu; Hu, Bingbing; Hwang, Lee-Seok; Wu, Woody",2004,Journal of Accounting Research,"Ultimate ownership, income management, and legal and extra-legal institutions",https://doi.org/10.1111/j.1475-679X.2004.00144.x,Minority shareholder protection,Earnings management
Haw2004,Haw et al. (2004),"Haw, In Mu; Hu, Bingbing; Hwang, Lee-Seok; Wu, Woody",2004,Journal of Accounting Research,"Ultimate ownership, income management, and legal and extra-legal institutions",https://doi.org/10.1111/j.1475-679X.2004.00144.x,Product market competition,Earnings management
Haw2004,Haw et al. (2004),"Haw, In Mu; Hu, Bingbing; Hwang, Lee-Seok; Wu, Woody",2004,Journal of Accounting Research,"Ultimate ownership, income management, and legal and extra-legal institutions",https://doi.org/10.1111/j.1475-679X.2004.00144.x,Press diffusion,Earnings management
Haw2004,Haw et al. (2004),"Haw, In Mu; Hu, Bingbing; Hwang, Lee-Seok; Wu, Woody",2004,Journal of Accounting Research,"Ultimate ownership, income management, and legal and extra-legal institutions",https://doi.org/10.1111/j.1475-679X.2004.00144.x,Tax compliance,Earnings management
Haw2012,Haw et al. (2012),"Haw, In Mu; Hu, Bingbing; Lee, Jay Junghun; Wu, Woody",2012,Review of Accounting Studies,Investor protection and price informativeness about future earnings: International evidence,https://doi.org/10.1007/s11142-012-9181-z,Country-level disclosure,Price informativeness
Haw2012,Haw et al. (2012),"Haw, In Mu; Hu, Bingbing; Lee, Jay Junghun; Wu, Woody",2012,Review of Accounting Studies,Investor protection and price informativeness about future earnings: International evidence,https://doi.org/10.1007/s11142-012-9181-z,Earnings quality,Price informativeness
Haw2012,Haw et al. (2012),"Haw, In Mu; Hu, Bingbing; Lee, Jay Junghun; Wu, Woody",2012,Review of Accounting Studies,Investor protection and price informativeness about future earnings: International evidence,https://doi.org/10.1007/s11142-012-9181-z,Insider trading laws,Price informativeness
Haw2012,Haw et al. (2012),"Haw, In Mu; Hu, Bingbing; Lee, Jay Junghun; Wu, Woody",2012,Review of Accounting Studies,Investor protection and price informativeness about future earnings: International evidence,https://doi.org/10.1007/s11142-012-9181-z,Information dissemination,Price informativeness
He2022,He et al. (2022),"He, Eric; Jacob, Martin; Vashishtha, Rahul; Venkatachalam, Mohan",2022,Journal of Accounting and Economics,Does differential taxation of short-term relative to long-term capital gains affect long-term investment?,https://doi.org/10.1016/j.jacceco.2022.101479,Capital gain tax structure,Long-term investment
He2016,He and Shan (2016),"He, Wen; Shan, Yaowen",2016,Contemporary Accounting Research,International Evidence on the Matching Between Revenues and Expenses,https://doi.org/10.1111/1911-3846.12183,Accrual accounting,Revenue and expense matching
He2016,He and Shan (2016),"He, Wen; Shan, Yaowen",2016,Contemporary Accounting Research,International Evidence on the Matching Between Revenues and Expenses,https://doi.org/10.1111/1911-3846.12183,Mandatory IFRS adoption,Revenue and expense matching
He2016,He and Shan (2016),"He, Wen; Shan, Yaowen",2016,Contemporary Accounting Research,International Evidence on the Matching Between Revenues and Expenses,https://doi.org/10.1111/1911-3846.12183,Economic growth,Revenue and expense matching
He2016,He and Shan (2016),"He, Wen; Shan, Yaowen",2016,Contemporary Accounting Research,International Evidence on the Matching Between Revenues and Expenses,https://doi.org/10.1111/1911-3846.12183,R&D investment,Revenue and expense matching
He2016,He and Shan (2016),"He, Wen; Shan, Yaowen",2016,Contemporary Accounting Research,International Evidence on the Matching Between Revenues and Expenses,https://doi.org/10.1111/1911-3846.12183,Service sector weight,Revenue and expense matching
He2016,He and Shan (2016),"He, Wen; Shan, Yaowen",2016,Contemporary Accounting Research,International Evidence on the Matching Between Revenues and Expenses,https://doi.org/10.1111/1911-3846.12183,Investor protection,Revenue and expense matching
He2021,He et al. (2021),"He, Yue; Li, Bing; Liu, Zhenbin; Pittman, Jeffrey A.",2021,Contemporary Accounting Research,Does the Threat of a PCAOB Inspection Mitigate US Institutional Investors' Home Bias?,https://doi.org/10.1111/1911-3846.12700,PCAOB inspection,Institutional investors' home bias
He2021,He et al. (2021),"He, Yue; Li, Bing; Liu, Zhenbin; Pittman, Jeffrey A.",2021,Contemporary Accounting Research,Does the Threat of a PCAOB Inspection Mitigate US Institutional Investors' Home Bias?,https://doi.org/10.1111/1911-3846.12700,Local audit oversight,Institutional investors' home bias
Healy2016,Healy and Serafeim (2016),"Healy, Paul M.; Serafeim, George",2016,The Accounting Review,An analysis of firms' self-reported anticorruption efforts,https://doi.org/10.2308/accr-51191,Regulatory enforcement,Anti-corruption effort
Healy2016,Healy and Serafeim (2016),"Healy, Paul M.; Serafeim, George",2016,The Accounting Review,An analysis of firms' self-reported anticorruption efforts,https://doi.org/10.2308/accr-51191,Monitoring,Anti-corruption effort
Healy2016,Healy and Serafeim (2016),"Healy, Paul M.; Serafeim, George",2016,The Accounting Review,An analysis of firms' self-reported anticorruption efforts,https://doi.org/10.2308/accr-51191,Corruption risks,Anti-corruption effort
Healy2016,Healy and Serafeim (2016),"Healy, Paul M.; Serafeim, George",2016,The Accounting Review,An analysis of firms' self-reported anticorruption efforts,https://doi.org/10.2308/accr-51191,Board governance effectiveness,Anti-corruption effort
Healy2014,Healy et al. (2014),"Healy, Paul M.; Serafeim, George; Srinivasan, Suraj; Yu, Gwen",2014,Review of Accounting Studies,"Market competition, earnings management, and persistence in accounting profitability around the world",https://doi.org/10.1007/s11142-014-9277-8,Cross-country product competition,Profitability
Healy2014,Healy et al. (2014),"Healy, Paul M.; Serafeim, George; Srinivasan, Suraj; Yu, Gwen",2014,Review of Accounting Studies,"Market competition, earnings management, and persistence in accounting profitability around the world",https://doi.org/10.1007/s11142-014-9277-8,Cross-country capital competition,Profitability
Healy2014,Healy et al. (2014),"Healy, Paul M.; Serafeim, George; Srinivasan, Suraj; Yu, Gwen",2014,Review of Accounting Studies,"Market competition, earnings management, and persistence in accounting profitability around the world",https://doi.org/10.1007/s11142-014-9277-8,Cross-country labor market competition,Profitability
Healy2014,Healy et al. (2014),"Healy, Paul M.; Serafeim, George; Srinivasan, Suraj; Yu, Gwen",2014,Review of Accounting Studies,"Market competition, earnings management, and persistence in accounting profitability around the world",https://doi.org/10.1007/s11142-014-9277-8,Earnings management,Profitability
Hong2013,Hong (2013),"Hong, Hyun A.",2013,The Accounting Review,Does mandatory adoption of International Financial Reporting Standards decrease the voting premium for dual-class shares?,https://doi.org/10.2308/accr-50442,Mandatory IFRS adoption,Share voting premium
Hong2014,Hong et al. (2014),"Hong, Hyun A.; Hung, Mingyi; Lobo, Gerald J.",2014,The Accounting Review,The impact of mandatory IFRS adoption on IPOs in global capital markets,https://doi.org/10.2308/accr-50720,Mandatory IFRS adoption,IPO underpricing
Hong2014,Hong et al. (2014),"Hong, Hyun A.; Hung, Mingyi; Lobo, Gerald J.",2014,The Accounting Review,The impact of mandatory IFRS adoption on IPOs in global capital markets,https://doi.org/10.2308/accr-50720,Mandatory IFRS adoption,IPO proceeds from foreign markets
Hong2016,Hong et al. (2016),"Hong, Hyun A.; Hung, Mingyi; Zhang, Jieying",2016,Contemporary Accounting Research,The Use of Debt Covenants Worldwide: Institutional Determinants and Implications on Financial Reporting,https://doi.org/10.1111/1911-3846.12169,Legal enforcement,Debt covenants
Hong2016,Hong et al. (2016),"Hong, Hyun A.; Hung, Mingyi; Zhang, Jieying",2016,Contemporary Accounting Research,The Use of Debt Covenants Worldwide: Institutional Determinants and Implications on Financial Reporting,https://doi.org/10.1111/1911-3846.12169,Creditor rights,Debt covenants
HONG2017,Hong et al. (2017),"Hong, Hyun A.; Kim, Jeong-Bon; Welker, Michael",2017,Journal of Accounting Research,"Divergence of Cash Flow and Voting Rights, Opacity, and Stock Price Crash Risk: International Evidence",https://doi.org/10.1111/1475-679X.12185,Ownership-control wedge,Stock price crash risk
HONG2017,Hong et al. (2017),"Hong, Hyun A.; Kim, Jeong-Bon; Welker, Michael",2017,Journal of Accounting Research,"Divergence of Cash Flow and Voting Rights, Opacity, and Stock Price Crash Risk: International Evidence",https://doi.org/10.1111/1475-679X.12185,Financial reporting opacity,Stock price crash risk
Hope2003a,Hope (2003a),"Hope, Ole-Kristian",2003,Contemporary Accounting Research,Accounting Policy Disclosures and Analysts' Forecasts,https://doi.org/10.1506/LA87-D1NF-BF06-FW1B,Accounting policy disclosure,Analyst forecast dispersion
Hope2003a,Hope (2003a),"Hope, Ole-Kristian",2003,Contemporary Accounting Research,Accounting Policy Disclosures and Analysts' Forecasts,https://doi.org/10.1506/LA87-D1NF-BF06-FW1B,Accounting policy disclosure,Analyst forecast accuracy
Hope2003a,Hope (2003a),"Hope, Ole-Kristian",2003,Contemporary Accounting Research,Accounting Policy Disclosures and Analysts' Forecasts,https://doi.org/10.1506/LA87-D1NF-BF06-FW1B,Accounting choice,Analyst forecast dispersion
Hope2003a,Hope (2003a),"Hope, Ole-Kristian",2003,Contemporary Accounting Research,Accounting Policy Disclosures and Analysts' Forecasts,https://doi.org/10.1506/LA87-D1NF-BF06-FW1B,Accounting choice,Analyst forecast accuracy
Hope2003,Hope (2003b),"Hope, Ole-Kristian",2003,Journal of Accounting Research,"Disclosure practices, enforcement of accounting standards, and analysts' forecast accuracy: An International study",https://doi.org/10.1111/1475-679X.00102,Annual report disclosure,Analyst forecast accuracy
Hope2003,Hope (2003b),"Hope, Ole-Kristian",2003,Journal of Accounting Research,"Disclosure practices, enforcement of accounting standards, and analysts' forecast accuracy: An International study",https://doi.org/10.1111/1475-679X.00102,Accounting standards enforcement,Analyst forecast accuracy
Hope2003,Hope (2003b),"Hope, Ole-Kristian",2003,Journal of Accounting Research,"Disclosure practices, enforcement of accounting standards, and analysts' forecast accuracy: An International study",https://doi.org/10.1111/1475-679X.00102,Analyst following,Analyst forecast accuracy
Hope2003,Hope (2003b),"Hope, Ole-Kristian",2003,Journal of Accounting Research,"Disclosure practices, enforcement of accounting standards, and analysts' forecast accuracy: An International study",https://doi.org/10.1111/1475-679X.00102,Accounting choice,Analyst forecast accuracy
Horton2013,Horton et al. (2013),"Horton, Joanne; Serafeim, George; Serafeim, Ioanna",2013,Contemporary Accounting Research,Does Mandatory IFRS Adoption Improve the Information Environment?,https://doi.org/10.1111/j.1911-3846.2012.01159.x,Mandatory IFRS adoption,Analyst forecast accuracy
Horton2013,Horton et al. (2013),"Horton, Joanne; Serafeim, George; Serafeim, Ioanna",2013,Contemporary Accounting Research,Does Mandatory IFRS Adoption Improve the Information Environment?,https://doi.org/10.1111/j.1911-3846.2012.01159.x,Accounting standards reconciliation,Analyst forecast accuracy
Horton2013,Horton et al. (2013),"Horton, Joanne; Serafeim, George; Serafeim, Ioanna",2013,Contemporary Accounting Research,Does Mandatory IFRS Adoption Improve the Information Environment?,https://doi.org/10.1111/j.1911-3846.2012.01159.x,Earnings management,Analyst forecast accuracy
Hostak2013,Hostak et al. (2013),"Hostak, Peter; Lys, Thomas; Yang, Yong George; Carr, Emre",2013,Review of Accounting Studies,An examination of the impact of the Sarbanes-Oxley Act on the attractiveness of U.S. capital markets for foreign firms,https://doi.org/10.1007/s11142-013-9222-2,Compliance costs,Deregistration from U.S.
Hostak2013,Hostak et al. (2013),"Hostak, Peter; Lys, Thomas; Yang, Yong George; Carr, Emre",2013,Review of Accounting Studies,An examination of the impact of the Sarbanes-Oxley Act on the attractiveness of U.S. capital markets for foreign firms,https://doi.org/10.1007/s11142-013-9222-2,Loss of private benefits of control,Deregistration from U.S.
Houston2018,Houston et al. (2018),"Houston, Joel F.; Lee, Jongsub; Suntheim, Felix",2018,Journal of Accounting and Economics,Social networks in the global banking sector,https://doi.org/10.1016/j.jacceco.2017.11.006,Social connections,Business connections
Huang2020,Huang et al. (2020),"Huang, Jing; Krull, Linda; Ziedonis, Rosemarie",2020,Contemporary Accounting Research,R\&D Investments and Tax Incentives: The Role of Intra‐Firm Cross‐Border Collaboration,https://doi.org/10.1111/1911-3846.12588,Tax incentives,R&D investment
Huang2020,Huang et al. (2020),"Huang, Jing; Krull, Linda; Ziedonis, Rosemarie",2020,Contemporary Accounting Research,R\&D Investments and Tax Incentives: The Role of Intra‐Firm Cross‐Border Collaboration,https://doi.org/10.1111/1911-3846.12588,Intra-firm cross-border collaboration,R&D investment
Huang2020,Huang et al. (2020),"Huang, Jing; Krull, Linda; Ziedonis, Rosemarie",2020,Contemporary Accounting Research,R\&D Investments and Tax Incentives: The Role of Intra‐Firm Cross‐Border Collaboration,https://doi.org/10.1111/1911-3846.12588,IP protection,R&D investment
Huang2020,Huang et al. (2020),"Huang, Jing; Krull, Linda; Ziedonis, Rosemarie",2020,Contemporary Accounting Research,R\&D Investments and Tax Incentives: The Role of Intra‐Firm Cross‐Border Collaboration,https://doi.org/10.1111/1911-3846.12588,Innovation resources,R&D investment
Huffman2018,Huffman (2018),"Huffman, Adrienna",2018,Review of Accounting Studies,Asset use and the relevance of fair value measurement: evidence from IAS 41,https://doi.org/10.1007/s11142-018-9456-0,Asset use,Value relevance
Hung2000,Hung (2000),"Hung, Mingyi",2000,Journal of Accounting and Economics,Accounting standards and value relevance of financial statements: An international analysis,https://doi.org/10.1016/S0165-4101(01)00011-8,Accrual accounting,Value relevance
Hung2000,Hung (2000),"Hung, Mingyi",2000,Journal of Accounting and Economics,Accounting standards and value relevance of financial statements: An international analysis,https://doi.org/10.1016/S0165-4101(01)00011-8,Investor protection,Value relevance
Hung2022,Hung et al. (2022),"Hung, Mingyi; Kraft, Pepa; Wang, Shiheng; Yu, Gwen",2022,Journal of Accounting and Economics,Market power and credit rating standards: Global evidence,https://doi.org/10.1016/j.jacceco.2021.101474,Credit rating agency market power,Credit rating standards stringency
Iliev2014,Iliev et al. (2014),"Iliev, Peter; Miller, Darius P.; Roth, Lukas",2014,Journal of Accounting Research,Uninvited U.S. Investors? Economic Consequences of Involuntary Cross-Listings,https://doi.org/10.1111/1475-679X.12035,SEC exemption,Cross-listing
Iliev2014,Iliev et al. (2014),"Iliev, Peter; Miller, Darius P.; Roth, Lukas",2014,Journal of Accounting Research,Uninvited U.S. Investors? Economic Consequences of Involuntary Cross-Listings,https://doi.org/10.1111/1475-679X.12035,Involuntary cross-listing,Firm value
Ioannou2016,Ioannou et al. (2016),"Ioannou, Ioannis; Li, Shelley Xin; Serafeim, George",2016,The Accounting Review,The effect of target difficulty on target completion: The case of reducing carbon emissions,https://doi.org/10.2308/accr-51307,Non-financial target difficulty,Target completion
Jacob2022,Jacob and Todtenhaupt (2022),"Jacob, Martin; Todtenhaupt, Maximilian",2022,The Accounting Review,"Withholding Taxes, Compliance Cost, and Foreign Portfolio Investment",https://doi.org/10.2308/tar-2020-0721,Withholding tax,Foreign portfolio investment
Jacob2022,Jacob and Todtenhaupt (2022),"Jacob, Martin; Todtenhaupt, Maximilian",2022,The Accounting Review,"Withholding Taxes, Compliance Cost, and Foreign Portfolio Investment",https://doi.org/10.2308/tar-2020-0721,Compliance costs,Foreign portfolio investment
Jayaraman2012,Jayaraman (2012),"Jayaraman, Sudarshan",2012,Journal of Accounting and Economics,The effect of enforcement on timely loss recognition: Evidence from insider trading laws,https://doi.org/10.1016/j.jacceco.2011.10.003,Insider trading law enforcement,Timely loss recognition
Jayaraman2012,Jayaraman (2012),"Jayaraman, Sudarshan",2012,Journal of Accounting and Economics,The effect of enforcement on timely loss recognition: Evidence from insider trading laws,https://doi.org/10.1016/j.jacceco.2011.10.003,Contracting-based demand,Timely loss recognition
Jayaraman2012,Jayaraman (2012),"Jayaraman, Sudarshan",2012,Journal of Accounting and Economics,The effect of enforcement on timely loss recognition: Evidence from insider trading laws,https://doi.org/10.1016/j.jacceco.2011.10.003,Strong internal monitors,Timely loss recognition
Jayaraman2012,Jayaraman (2012),"Jayaraman, Sudarshan",2012,Journal of Accounting and Economics,The effect of enforcement on timely loss recognition: Evidence from insider trading laws,https://doi.org/10.1016/j.jacceco.2011.10.003,Role of equity markets,Timely loss recognition
Jayaraman2016,Jayaraman and Kothari (2016),"Jayaraman, Sudarshan; Kothari, S. P.",2016,The Accounting Review,Cross-border financing by the industrial sector increases competition in the domestic banking sector,https://doi.org/10.2308/accr-51199,Cross-border financing,Bank competition
Jayaraman2016,Jayaraman and Kothari (2016),"Jayaraman, Sudarshan; Kothari, S. P.",2016,The Accounting Review,Cross-border financing by the industrial sector increases competition in the domestic banking sector,https://doi.org/10.2308/accr-51199,Cross-border financing,Risk-taking
Joos2017,Joos and Piotroski (2017),"Joos, Peter R.; Piotroski, Joseph D.",2017,Review of Accounting Studies,The best of all possible worlds: unraveling target price optimism using analysts' scenario-based valuations,https://doi.org/10.1007/s11142-017-9413-3,Analyst base-case valuation,Analyst forecast accuracy
Joos2017,Joos and Piotroski (2017),"Joos, Peter R.; Piotroski, Joseph D.",2017,Review of Accounting Studies,The best of all possible worlds: unraveling target price optimism using analysts' scenario-based valuations,https://doi.org/10.1007/s11142-017-9413-3,Analyst base-case valuation,Stock returns
Joshi2020,Joshi (2020),"Joshi, Preetika",2020,Journal of Accounting Research,Does Private Country-by-Country Reporting Deter Tax Avoidance and Income Shifting? Evidence from BEPS Action Item 13,https://doi.org/10.1111/1475-679X.12304,Country-by-country reporting,Income shifting
Joshi2020,Joshi (2020),"Joshi, Preetika",2020,Journal of Accounting Research,Does Private Country-by-Country Reporting Deter Tax Avoidance and Income Shifting? Evidence from BEPS Action Item 13,https://doi.org/10.1111/1475-679X.12304,Country-by-country reporting,Tax avoidance
Joshi2020a,Joshi et al. (2020),"Joshi, Preetika; Outslay, Edmund; Persson, Anh; Shevlin, Terry; Venkat, Aruhn",2020,Contemporary Accounting Research,Does Public Country‐by‐Country Reporting Deter Tax Avoidance and Income Shifting? Evidence from the European Banking Industry,https://doi.org/10.1111/1911-3846.12601,Country-by-country reporting,Income shifting
Joshi2020a,Joshi et al. (2020),"Joshi, Preetika; Outslay, Edmund; Persson, Anh; Shevlin, Terry; Venkat, Aruhn",2020,Contemporary Accounting Research,Does Public Country‐by‐Country Reporting Deter Tax Avoidance and Income Shifting? Evidence from the European Banking Industry,https://doi.org/10.1111/1911-3846.12601,Country-by-country reporting,Tax avoidance
Kanagaretnam2014b,Kanagaretnam et al. (2014),"Kanagaretnam, Kiridaran; Lim, Chee Yeow; Lobo, Gerald J.",2014,The Accounting Review,Influence of national culture on accounting conservatism and risk-taking in the banking industry,https://doi.org/10.2308/accr-50682,Individualism,Accounting conservatism
Kanagaretnam2014b,Kanagaretnam et al. (2014),"Kanagaretnam, Kiridaran; Lim, Chee Yeow; Lobo, Gerald J.",2014,The Accounting Review,Influence of national culture on accounting conservatism and risk-taking in the banking industry,https://doi.org/10.2308/accr-50682,Uncertainty avoidance,Accounting conservatism
Kanagaretnam2014b,Kanagaretnam et al. (2014),"Kanagaretnam, Kiridaran; Lim, Chee Yeow; Lobo, Gerald J.",2014,The Accounting Review,Influence of national culture on accounting conservatism and risk-taking in the banking industry,https://doi.org/10.2308/accr-50682,Individualism,Risk-taking
Kanagaretnam2014b,Kanagaretnam et al. (2014),"Kanagaretnam, Kiridaran; Lim, Chee Yeow; Lobo, Gerald J.",2014,The Accounting Review,Influence of national culture on accounting conservatism and risk-taking in the banking industry,https://doi.org/10.2308/accr-50682,Uncertainty avoidance,Risk-taking
Kemsley1998,Kemsley (1998),"Kemsley, Deen",1998,Journal of Accounting Research,The Effect of Taxes on Production Location,https://doi.org/10.2307/2491480,Tax incentives,Production location
Kemsley1998,Kemsley (1998),"Kemsley, Deen",1998,Journal of Accounting Research,The Effect of Taxes on Production Location,https://doi.org/10.2307/2491480,TRA 86,Production location
Kenchington2019,Kenchington (2019),"Kenchington, David G.",2019,Review of Accounting Studies,Does a change in dividend tax rates in the U.S. affect equity prices of non-U.S. stocks?,https://doi.org/10.1007/s11142-019-9489-z,Dividend tax change,Market reaction
Kenchington2019,Kenchington (2019),"Kenchington, David G.",2019,Review of Accounting Studies,Does a change in dividend tax rates in the U.S. affect equity prices of non-U.S. stocks?,https://doi.org/10.1007/s11142-019-9489-z,Non-microcap firm,Market reaction
Kerr2019a,Kerr (2019a),"Kerr, Jon N.",2019,Contemporary Accounting Research,"Transparency, Information Shocks, and Tax Avoidance",https://doi.org/10.1111/1911-3846.12449,Firm transparency,Tax avoidance
Kerr2019a,Kerr (2019a),"Kerr, Jon N.",2019,Contemporary Accounting Research,"Transparency, Information Shocks, and Tax Avoidance",https://doi.org/10.1111/1911-3846.12449,Country transparency,Tax avoidance
Kerr2019a,Kerr (2019a),"Kerr, Jon N.",2019,Contemporary Accounting Research,"Transparency, Information Shocks, and Tax Avoidance",https://doi.org/10.1111/1911-3846.12449,Information shocks,Tax avoidance
Kerr2019,Kerr (2019b),"Kerr, Jon N.",2019,Journal of Accounting and Economics,The value relevance of taxes: International evidence on the proxy for profitability role of tax surprise,https://doi.org/10.1016/j.jacceco.2018.10.001,Tax surprise,Value relevance
Kerr2019,Kerr (2019b),"Kerr, Jon N.",2019,Journal of Accounting and Economics,The value relevance of taxes: International evidence on the proxy for profitability role of tax surprise,https://doi.org/10.1016/j.jacceco.2018.10.001,Tax enforcement,Value relevance
Khanna2004,Khanna et al. (2004),"Khanna, Tarun; Palepu, Krishna G.; Srinivasan, Suraj",2004,Journal of Accounting Research,Disclosure practices of foreign companies interacting with U.S. markets,https://doi.org/10.1111/j.1475-679X.2004.00146.x,Capital market interaction,Disclosure practice convergence
Khanna2004,Khanna et al. (2004),"Khanna, Tarun; Palepu, Krishna G.; Srinivasan, Suraj",2004,Journal of Accounting Research,Disclosure practices of foreign companies interacting with U.S. markets,https://doi.org/10.1111/j.1475-679X.2004.00146.x,Product market interaction,Disclosure practice convergence
Khanna2004,Khanna et al. (2004),"Khanna, Tarun; Palepu, Krishna G.; Srinivasan, Suraj",2004,Journal of Accounting Research,Disclosure practices of foreign companies interacting with U.S. markets,https://doi.org/10.1111/j.1475-679X.2004.00146.x,Labor market interaction,Disclosure practice convergence
Kho2009,Kho et al. (2009),"Kho, Bong Chan; Stulz, Ren{\'{e}} M.; Warnock, Francis E.",2009,Journal of Accounting Research,"Financial globalization, governance, and the evolution of the home bias",https://doi.org/10.1111/j.1475-679X.2009.00323.x,Insider ownership,Home bias
Kho2009,Kho et al. (2009),"Kho, Bong Chan; Stulz, Ren{\'{e}} M.; Warnock, Francis E.",2009,Journal of Accounting Research,"Financial globalization, governance, and the evolution of the home bias",https://doi.org/10.1111/j.1475-679X.2009.00323.x,Country-level governance,Home bias
Khurana2019,Khurana and Wang (2019),"Khurana, Inder K.; Wang, Wei",2019,Journal of Accounting Research,"International Mergers and Acquisitions Laws, the Market for Corporate Control, and Accounting Conservatism",https://doi.org/10.1111/1475-679X.12247,Corporate takeover threat,Accounting conservatism
Kim2017a,Kim et al. (2017),"Kim, Jaehyeon; Kim, Yongtae; Zhou, Jian",2017,Journal of Accounting and Economics,Languages and earnings management,https://doi.org/10.1016/j.jacceco.2017.04.001,Future-time reference language,Earnings management
Kim2017a,Kim et al. (2017),"Kim, Jaehyeon; Kim, Yongtae; Zhou, Jian",2017,Journal of Accounting and Economics,Languages and earnings management,https://doi.org/10.1016/j.jacceco.2017.04.001,Future-time reference language,Real earnings management
Kim2012,Kim et al. (2012),"Kim, Jeong-Bon; Liu, Xiaohong; Zheng, Liu",2012,The Accounting Review,The impact of mandatory IFRS adoption on audit fees: Theory and evidence,https://doi.org/10.2308/accr-50223,Mandatory IFRS adoption,Audit fees
Kim2012,Kim et al. (2012),"Kim, Jeong-Bon; Liu, Xiaohong; Zheng, Liu",2012,The Accounting Review,The impact of mandatory IFRS adoption on audit fees: Theory and evidence,https://doi.org/10.2308/accr-50223,Audit complexity,Audit fees
Kim2012,Kim et al. (2012),"Kim, Jeong-Bon; Liu, Xiaohong; Zheng, Liu",2012,The Accounting Review,The impact of mandatory IFRS adoption on audit fees: Theory and evidence,https://doi.org/10.2308/accr-50223,Financial reporting quality,Audit fees
